"","uso_internet","sexo","edad","estudios"
"1244",1,"Mujer",42,"Secundaria"
"1245",1,"Hombre",31,"F.P."
"1246",1,"Mujer",31,"Secundaria"
"1247",0,"Hombre",54,"Primaria"
"1248",1,"Mujer",43,"Superiores"
"1249",0,"Hombre",70,"Primaria"
"1250",1,"Hombre",38,"Superiores"
"1251",1,"Mujer",27,"Superiores"
"1253",0,"Mujer",34,"F.P."
"1254",0,"Mujer",66,"Primaria"
"1255",1,"Hombre",52,"F.P."
"1256",1,"Hombre",36,"Superiores"
"1258",0,"Hombre",70,"Superiores"
"1259",0,"Mujer",66,"Medios universitarios"
"1260",1,"Hombre",32,"Medios universitarios"
"1261",0,"Mujer",73,"Primaria"
"1262",1,"Mujer",24,"Medios universitarios"
"1263",0,"Mujer",64,"Primaria"
"1264",0,"Mujer",77,"Primaria"
"1265",0,"Mujer",49,"Primaria"
"1266",1,"Hombre",62,"Superiores"
"1267",0,"Mujer",59,"Primaria"
"1268",1,"Hombre",57,"Primaria"
"1269",1,"Hombre",27,"Secundaria"
"1270",1,"Mujer",19,"Secundaria"
"1271",1,"Hombre",26,"F.P."
"1272",0,"Hombre",60,"Secundaria"
"1273",1,"Mujer",23,"Superiores"
"1274",1,"Hombre",54,"Secundaria"
"1275",0,"Mujer",72,"Primaria"
"1276",0,"Mujer",50,"Primaria"
"1277",0,"Mujer",33,"Primaria"
"1278",1,"Mujer",53,"Superiores"
"1279",0,"Mujer",56,"Secundaria"
"1280",1,"Hombre",25,"Medios universitarios"
"1281",1,"Hombre",58,"Primaria"
"1283",0,"Mujer",86,"Secundaria"
"1284",1,"Hombre",37,"Superiores"
"1285",1,"Hombre",33,"Medios universitarios"
"1286",1,"Mujer",37,"Superiores"
"1287",0,"Mujer",75,"Sin estudios"
"1288",1,"Mujer",55,"Secundaria"
"1289",1,"Mujer",50,"Superiores"
"1290",1,"Hombre",42,"Superiores"
"1291",0,"Mujer",25,"Primaria"
"1292",1,"Hombre",31,"Superiores"
"1293",0,"Mujer",64,"Sin estudios"
"1294",1,"Mujer",39,"F.P."
"1295",1,"Hombre",36,"Secundaria"
"1296",0,"Mujer",67,"Sin estudios"
"1297",1,"Mujer",32,"F.P."
"1298",1,"Hombre",41,"Primaria"
"1299",1,"Hombre",18,"F.P."
"1300",0,"Mujer",36,"Primaria"
"1301",1,"Mujer",50,"Secundaria"
"1302",1,"Mujer",33,"Superiores"
"1303",1,"Hombre",39,"Secundaria"
"1304",1,"Hombre",34,"Superiores"
"1305",1,"Hombre",31,"Superiores"
"1306",1,"Mujer",33,"F.P."
"1307",0,"Mujer",52,"Primaria"
"1309",0,"Hombre",80,"Sin estudios"
"1310",1,"Hombre",35,"Secundaria"
"1311",0,"Mujer",63,"Sin estudios"
"1312",0,"Hombre",31,"Primaria"
"1313",0,"Hombre",60,"Primaria"
"1314",1,"Mujer",44,"Medios universitarios"
"1315",1,"Hombre",37,"Secundaria"
"1316",0,"Hombre",71,"Primaria"
"1317",1,"Mujer",31,"F.P."
"1318",0,"Mujer",76,"Sin estudios"
"1319",0,"Mujer",73,"Primaria"
"1320",1,"Hombre",28,"Primaria"
"1321",1,"Mujer",43,"F.P."
"1322",1,"Hombre",21,"Primaria"
"1323",0,"Hombre",79,"Primaria"
"1324",1,"Hombre",41,"Primaria"
"1325",1,"Hombre",44,"Secundaria"
"1326",1,"Hombre",23,"Medios universitarios"
"1327",1,"Mujer",18,"Primaria"
"1328",0,"Mujer",53,"Primaria"
"1329",0,"Mujer",44,"Primaria"
"1330",0,"Mujer",55,"Primaria"
"1331",0,"Hombre",61,"Primaria"
"1332",1,"Hombre",33,"Primaria"
"1333",1,"Mujer",35,"Medios universitarios"
"1334",1,"Mujer",20,"Secundaria"
"1335",1,"Hombre",62,"Medios universitarios"
"1336",1,"Mujer",25,"Superiores"
"1337",1,"Hombre",50,"Superiores"
"1338",1,"Mujer",37,"Medios universitarios"
"1339",0,"Mujer",34,"Primaria"
"1340",0,"Mujer",63,"Primaria"
"1341",1,"Hombre",19,"Primaria"
"1342",0,"Hombre",49,"Primaria"
"1343",1,"Hombre",30,"Secundaria"
"1344",0,"Hombre",37,"Primaria"
"1345",1,"Mujer",42,"Superiores"
"1346",1,"Mujer",27,"Superiores"
"1347",0,"Mujer",76,"Primaria"
"1348",0,"Mujer",75,"Primaria"
"1349",0,"Hombre",73,"Secundaria"
"1350",1,"Mujer",39,"Superiores"
"1351",0,"Hombre",27,"F.P."
"1352",0,"Hombre",60,"Primaria"
"1353",1,"Mujer",24,"Superiores"
"1354",1,"Hombre",42,"Superiores"
"1355",1,"Hombre",57,"Superiores"
"1356",1,"Hombre",31,"Superiores"
"1357",0,"Hombre",80,"Primaria"
"1358",0,"Hombre",25,"Primaria"
"1359",0,"Mujer",78,"Primaria"
"1360",1,"Hombre",49,"F.P."
"1361",1,"Mujer",50,"Superiores"
"1362",1,"Hombre",38,"Medios universitarios"
"1363",1,"Mujer",36,"Superiores"
"1364",1,"Mujer",24,"Medios universitarios"
"1365",1,"Hombre",32,"Superiores"
"1366",1,"Hombre",25,"Superiores"
"1367",1,"Mujer",26,"Superiores"
"1368",0,"Mujer",68,"Secundaria"
"1369",0,"Hombre",65,"Medios universitarios"
"1370",0,"Hombre",65,"Primaria"
"1371",0,"Mujer",78,"Sin estudios"
"1372",1,"Mujer",19,"Secundaria"
"1373",1,"Hombre",52,"F.P."
"1374",0,"Mujer",57,"Primaria"
"1375",1,"Hombre",55,"Secundaria"
"1376",1,"Mujer",28,"F.P."
"1377",1,"Hombre",30,"F.P."
"1378",1,"Mujer",40,"Medios universitarios"
"1379",1,"Hombre",24,"Primaria"
"1380",0,"Mujer",80,"Sin estudios"
"1381",1,"Mujer",27,"F.P."
"1382",1,"Hombre",22,"F.P."
"1383",1,"Mujer",48,"Primaria"
"1384",1,"Mujer",20,"Primaria"
"1385",1,"Mujer",48,"Secundaria"
"1386",1,"Mujer",39,"F.P."
"1387",1,"Hombre",35,"Secundaria"
"1388",1,"Hombre",51,"Primaria"
"1389",1,"Hombre",33,"Primaria"
"1390",0,"Mujer",70,"Primaria"
"1391",1,"Hombre",35,"Secundaria"
"1392",1,"Mujer",29,"Superiores"
"1393",1,"Mujer",37,"Superiores"
"1394",1,"Hombre",52,"Primaria"
"1395",0,"Hombre",55,"Secundaria"
"1396",1,"Mujer",24,"Secundaria"
"1397",1,"Hombre",18,"Secundaria"
"1398",0,"Mujer",60,"Secundaria"
"1399",1,"Hombre",34,"F.P."
"1400",1,"Hombre",44,"Superiores"
"1401",1,"Mujer",69,"Superiores"
"1402",1,"Hombre",32,"Secundaria"
"1403",1,"Mujer",34,"Superiores"
"1404",1,"Hombre",49,"Medios universitarios"
"1405",1,"Mujer",40,"Superiores"
"1406",1,"Mujer",42,"Superiores"
"1407",1,"Mujer",34,"F.P."
"1408",1,"Hombre",53,"Secundaria"
"1409",1,"Hombre",22,"F.P."
"1410",1,"Hombre",34,"Secundaria"
"1411",0,"Mujer",70,"Primaria"
"1412",0,"Mujer",45,"Primaria"
"1413",1,"Hombre",40,"Medios universitarios"
"1414",0,"Mujer",45,"Primaria"
"1415",1,"Hombre",18,"Primaria"
"1416",1,"Mujer",34,"Secundaria"
"1417",0,"Hombre",64,"Primaria"
"1418",0,"Hombre",74,"Primaria"
"1419",1,"Hombre",34,"Primaria"
"1420",0,"Hombre",47,"Primaria"
"1421",1,"Hombre",28,"F.P."
"1422",1,"Mujer",55,"Primaria"
"1423",1,"Mujer",32,"Secundaria"
"1424",1,"Mujer",35,"F.P."
"1425",0,"Mujer",74,"Sin estudios"
"1426",0,"Hombre",76,"Primaria"
"1427",0,"Mujer",40,"Sin estudios"
"1428",1,"Hombre",52,"Secundaria"
"1429",0,"Mujer",57,"Primaria"
"1430",1,"Hombre",29,"F.P."
"1431",1,"Hombre",40,"Primaria"
"1432",1,"Mujer",38,"Medios universitarios"
"1433",1,"Mujer",42,"Superiores"
"1434",1,"Mujer",22,"Medios universitarios"
"1435",1,"Mujer",47,"Primaria"
"1436",1,"Hombre",28,"Primaria"
"1437",1,"Hombre",21,"Medios universitarios"
"1438",1,"Mujer",30,"F.P."
"1439",1,"Hombre",40,"Primaria"
"1440",1,"Mujer",36,"Secundaria"
"1441",0,"Hombre",58,"Primaria"
"1442",1,"Hombre",36,"Superiores"
"1443",1,"Mujer",18,"Primaria"
"1444",0,"Mujer",48,"Primaria"
"1445",1,"Mujer",34,"Secundaria"
"1446",1,"Mujer",32,"Superiores"
"1447",1,"Hombre",27,"Secundaria"
"1448",0,"Hombre",83,"Primaria"
"1449",0,"Mujer",35,"Primaria"
"1450",0,"Hombre",52,"Primaria"
"1451",1,"Mujer",54,"Primaria"
"1452",0,"Mujer",25,"Secundaria"
"1453",0,"Mujer",66,"Primaria"
"1454",1,"Hombre",22,"F.P."
"1455",1,"Mujer",47,"Secundaria"
"1456",0,"Mujer",50,"Primaria"
"1457",1,"Mujer",25,"Primaria"
"1458",0,"Mujer",40,"Primaria"
"1459",0,"Mujer",59,"Secundaria"
"1460",1,"Hombre",26,"Superiores"
"1461",0,"Hombre",95,"Primaria"
"1462",1,"Mujer",63,"Secundaria"
"1463",0,"Mujer",65,"Primaria"
"1464",1,"Mujer",33,"Superiores"
"1465",0,"Mujer",48,"Primaria"
"1466",0,"Hombre",63,"Primaria"
"1468",1,"Mujer",36,"Medios universitarios"
"1469",1,"Hombre",56,"F.P."
"1470",0,"Hombre",48,"Primaria"
"1471",0,"Mujer",37,"Primaria"
"1472",1,"Mujer",45,"F.P."
"1473",0,"Hombre",59,"Primaria"
"1474",0,"Hombre",73,"Sin estudios"
"1475",0,"Hombre",71,"Primaria"
"1476",0,"Mujer",66,"Primaria"
"1477",0,"Hombre",60,"Primaria"
"1478",0,"Mujer",60,"Primaria"
"1479",1,"Mujer",38,"F.P."
"1480",1,"Hombre",27,"Primaria"
"1481",1,"Mujer",33,"Secundaria"
"1482",1,"Hombre",22,"Medios universitarios"
"1483",0,"Mujer",70,"Primaria"
"1484",1,"Hombre",21,"Medios universitarios"
"1485",1,"Hombre",63,"Primaria"
"1486",1,"Hombre",41,"Superiores"
"1487",1,"Hombre",27,"F.P."
"1488",1,"Mujer",87,"Secundaria"
"1489",0,"Hombre",75,"Primaria"
"1490",1,"Mujer",57,"Superiores"
"1491",1,"Mujer",39,"F.P."
"1492",1,"Hombre",53,"Superiores"
"1493",1,"Mujer",52,"Superiores"
"1494",1,"Hombre",26,"Superiores"
"1495",1,"Mujer",38,"F.P."
"1496",0,"Mujer",65,"Primaria"
"1497",1,"Hombre",41,"Superiores"
"1498",1,"Hombre",64,"Primaria"
"1499",1,"Mujer",33,"Primaria"
"1500",1,"Mujer",24,"F.P."
"1501",1,"Hombre",34,"Primaria"
"1502",1,"Mujer",38,"Secundaria"
"1503",1,"Hombre",57,"Superiores"
"1504",0,"Hombre",80,"Sin estudios"
"1505",0,"Mujer",59,"Sin estudios"
"1506",1,"Hombre",27,"Primaria"
"1507",1,"Hombre",39,"F.P."
"1508",1,"Mujer",32,"Medios universitarios"
"1509",1,"Mujer",24,"F.P."
"1510",0,"Mujer",55,"Primaria"
"1511",1,"Hombre",20,"Medios universitarios"
"1512",1,"Hombre",50,"Superiores"
"1513",1,"Mujer",36,"Superiores"
"1514",1,"Hombre",30,"F.P."
"1515",0,"Mujer",72,"Sin estudios"
"1516",1,"Mujer",31,"Medios universitarios"
"1517",0,"Mujer",80,"Sin estudios"
"1518",1,"Hombre",27,"Primaria"
"1519",0,"Hombre",81,"Primaria"
"1520",0,"Mujer",53,"Primaria"
"1521",1,"Hombre",45,"Superiores"
"1522",0,"Mujer",44,"Primaria"
"1523",1,"Mujer",54,"F.P."
"1524",1,"Hombre",30,"Secundaria"
"1525",0,"Mujer",66,"Sin estudios"
"1526",0,"Mujer",64,"Superiores"
"1527",0,"Hombre",53,"Primaria"
"1528",0,"Hombre",61,"Primaria"
"1529",1,"Mujer",23,"Primaria"
"1530",1,"Mujer",31,"Medios universitarios"
"1531",1,"Hombre",22,"F.P."
"1532",1,"Hombre",28,"Superiores"
"1533",1,"Mujer",25,"Medios universitarios"
"1534",0,"Mujer",55,"Primaria"
"1535",0,"Hombre",42,"Primaria"
"1536",0,"Mujer",65,"Primaria"
"1537",1,"Hombre",35,"Primaria"
"1538",1,"Hombre",29,"Primaria"
"1539",1,"Mujer",35,"Primaria"
"1540",0,"Mujer",53,"Primaria"
"1541",0,"Hombre",72,"Sin estudios"
"1542",0,"Hombre",45,"F.P."
"1543",1,"Hombre",25,"F.P."
"1544",1,"Mujer",33,"Secundaria"
"1545",0,"Hombre",50,"Primaria"
"1546",0,"Hombre",62,"Primaria"
"1547",1,"Mujer",40,"Medios universitarios"
"1548",0,"Mujer",71,"Primaria"
"1549",1,"Mujer",38,"Primaria"
"1550",1,"Hombre",23,"Secundaria"
"1551",1,"Mujer",18,"Primaria"
"1552",1,"Hombre",39,"Primaria"
"1553",1,"Mujer",52,"Primaria"
"1554",0,"Mujer",64,"Sin estudios"
"1555",0,"Hombre",75,"Sin estudios"
"1556",1,"Hombre",24,"F.P."
"1557",1,"Mujer",43,"Primaria"
"1558",0,"Hombre",66,"Sin estudios"
"1559",1,"Mujer",33,"Primaria"
"1560",1,"Hombre",27,"Superiores"
"1561",1,"Hombre",37,"Primaria"
"1562",1,"Mujer",44,"Primaria"
"1563",0,"Mujer",63,"Primaria"
"1564",0,"Hombre",70,"Primaria"
"1565",0,"Hombre",36,"Primaria"
"1566",1,"Mujer",19,"Primaria"
"1567",1,"Hombre",51,"Primaria"
"1568",1,"Mujer",28,"Superiores"
"1569",1,"Hombre",31,"Primaria"
"1570",1,"Mujer",27,"F.P."
"1571",0,"Hombre",32,"Primaria"
"1572",0,"Hombre",47,"Primaria"
"1573",0,"Mujer",23,"F.P."
"1574",0,"Hombre",62,"Sin estudios"
"1575",0,"Mujer",73,"Sin estudios"
"1576",0,"Mujer",68,"Sin estudios"
"1577",0,"Mujer",50,"Primaria"
"1578",0,"Hombre",41,"Primaria"
"1579",0,"Hombre",53,"Primaria"
"1580",0,"Mujer",76,"Sin estudios"
"1581",1,"Hombre",18,"Primaria"
"1582",1,"Hombre",32,"Secundaria"
"1583",0,"Mujer",25,"Primaria"
"1584",1,"Mujer",24,"F.P."
"1585",0,"Hombre",43,"Primaria"
"1586",0,"Mujer",40,"Primaria"
"1587",1,"Mujer",28,"F.P."
"1588",0,"Hombre",64,"Sin estudios"
"1589",0,"Mujer",79,"Sin estudios"
"1590",0,"Hombre",31,"Primaria"
"1591",0,"Hombre",46,"Primaria"
"1592",1,"Mujer",35,"F.P."
"1593",0,"Mujer",26,"Primaria"
"1594",1,"Hombre",36,"Primaria"
"1595",0,"Hombre",74,"Sin estudios"
"1596",1,"Hombre",63,"Medios universitarios"
"1597",1,"Mujer",20,"Secundaria"
"1598",1,"Hombre",26,"Secundaria"
"1599",1,"Mujer",45,"Medios universitarios"
"1600",1,"Mujer",28,"Superiores"
"1601",0,"Hombre",41,"Primaria"
"1602",0,"Mujer",74,"Sin estudios"
"1603",0,"Mujer",64,"Primaria"
"1604",1,"Hombre",40,"Superiores"
"1605",0,"Mujer",50,"F.P."
"1606",0,"Hombre",71,"Primaria"
"1607",1,"Hombre",34,"F.P."
"1608",1,"Mujer",40,"F.P."
"1609",0,"Mujer",62,"Primaria"
"1610",1,"Hombre",51,"Primaria"
"1611",1,"Mujer",38,"Secundaria"
"1612",0,"Mujer",78,"Sin estudios"
"1613",0,"Mujer",52,"Primaria"
"1614",1,"Mujer",25,"Primaria"
"1615",1,"Hombre",24,"Primaria"
"1616",1,"Hombre",36,"F.P."
"1617",1,"Hombre",33,"Superiores"
"1618",0,"Mujer",67,"Sin estudios"
"1619",0,"Hombre",77,"Sin estudios"
"1621",0,"Mujer",26,"F.P."
"1622",0,"Mujer",55,"Primaria"
"1623",0,"Hombre",57,"Primaria"
"1624",1,"Hombre",39,"Secundaria"
"1625",1,"Mujer",25,"Medios universitarios"
"1626",1,"Mujer",36,"Secundaria"
"1627",0,"Mujer",75,"F.P."
"1628",1,"Mujer",45,"Medios universitarios"
"1629",1,"Hombre",20,"F.P."
"1630",1,"Hombre",34,"Secundaria"
"1631",0,"Hombre",69,"Primaria"
"1632",1,"Hombre",52,"Superiores"
"1633",0,"Mujer",28,"Primaria"
"1634",0,"Hombre",43,"F.P."
"1635",1,"Hombre",18,"Secundaria"
"1636",0,"Mujer",62,"Primaria"
"1637",0,"Mujer",48,"F.P."
"1638",1,"Hombre",39,"Primaria"
"1639",0,"Mujer",71,"Primaria"
"1640",0,"Hombre",28,"Primaria"
"1641",1,"Hombre",60,"Secundaria"
"1642",0,"Mujer",23,"Primaria"
"1643",0,"Hombre",72,"Primaria"
"1644",1,"Mujer",40,"Primaria"
"1645",0,"Mujer",79,"Sin estudios"
"1646",0,"Mujer",51,"Sin estudios"
"1647",1,"Hombre",26,"Primaria"
"1648",1,"Hombre",37,"Secundaria"
"1649",1,"Mujer",29,"Primaria"
"1650",0,"Hombre",39,"Secundaria"
"1651",0,"Hombre",61,"Primaria"
"1652",0,"Mujer",53,"Primaria"
"1653",1,"Mujer",33,"F.P."
"1654",1,"Mujer",37,"Secundaria"
"1655",1,"Hombre",58,"Medios universitarios"
"1656",1,"Hombre",48,"Primaria"
"1657",1,"Hombre",28,"Medios universitarios"
"1658",0,"Mujer",80,"Sin estudios"
"1659",0,"Hombre",77,"Sin estudios"
"1660",1,"Mujer",53,"Medios universitarios"
"1661",0,"Hombre",78,"Superiores"
"1662",1,"Hombre",37,"Primaria"
"1663",0,"Hombre",46,"Primaria"
"1664",1,"Mujer",20,"Secundaria"
"1665",1,"Mujer",62,"Superiores"
"1666",1,"Hombre",29,"F.P."
"1667",1,"Mujer",69,"Secundaria"
"1668",1,"Mujer",33,"Medios universitarios"
"1669",1,"Hombre",34,"Secundaria"
"1670",1,"Hombre",38,"F.P."
"1671",1,"Hombre",45,"Primaria"
"1672",1,"Mujer",36,"F.P."
"1673",1,"Hombre",23,"F.P."
"1674",0,"Mujer",78,"Primaria"
"1675",0,"Hombre",73,"Primaria"
"1676",0,"Mujer",59,"Primaria"
"1677",1,"Mujer",19,"Secundaria"
"1678",1,"Hombre",39,"F.P."
"1679",1,"Mujer",51,"F.P."
"1680",1,"Mujer",37,"Medios universitarios"
"1681",0,"Mujer",79,"Primaria"
"1682",1,"Hombre",18,"Primaria"
"1683",0,"Hombre",64,"Primaria"
"1684",1,"Mujer",25,"Medios universitarios"
"1685",1,"Hombre",32,"Primaria"
"1686",1,"Hombre",48,"Secundaria"
"1687",1,"Hombre",57,"Primaria"
"1688",1,"Mujer",25,"F.P."
"1689",0,"Mujer",68,"Primaria"
"1690",0,"Hombre",73,"Primaria"
"1691",1,"Hombre",18,"Primaria"
"1692",1,"Mujer",45,"F.P."
"1693",0,"Mujer",40,"Primaria"
"1694",0,"Mujer",65,"Primaria"
"1695",1,"Mujer",44,"F.P."
"1696",1,"Mujer",68,"Primaria"
"1697",0,"Mujer",72,"Primaria"
"1698",1,"Hombre",47,"F.P."
"1699",0,"Hombre",69,"Primaria"
"1700",0,"Hombre",28,"Primaria"
"1701",1,"Mujer",23,"Medios universitarios"
"1702",1,"Hombre",64,"Primaria"
"1703",0,"Mujer",31,"Primaria"
"1704",1,"Hombre",51,"Primaria"
"1705",0,"Mujer",41,"Primaria"
"1706",0,"Mujer",80,"Primaria"
"1707",1,"Hombre",54,"Secundaria"
"1708",0,"Mujer",47,"Primaria"
"1709",0,"Hombre",63,"Primaria"
"1710",1,"Hombre",23,"F.P."
"1711",0,"Hombre",60,"Medios universitarios"
"1712",1,"Hombre",25,"F.P."
"1713",1,"Mujer",39,"Primaria"
"1714",0,"Hombre",44,"Primaria"
"1715",0,"Hombre",45,"Primaria"
"1716",0,"Mujer",87,"Primaria"
"1717",0,"Mujer",51,"Primaria"
"1718",0,"Mujer",73,"Primaria"
"1719",1,"Mujer",21,"Primaria"
"1720",0,"Mujer",51,"Primaria"
"1721",0,"Mujer",41,"Primaria"
"1722",0,"Mujer",68,"Primaria"
"1723",0,"Hombre",74,"Primaria"
"1724",0,"Hombre",35,"F.P."
"1725",1,"Mujer",31,"Superiores"
"1726",0,"Hombre",81,"Sin estudios"
"1727",0,"Mujer",62,"Primaria"
"1728",1,"Hombre",30,"F.P."
"1729",1,"Mujer",42,"Superiores"
"1730",1,"Hombre",32,"F.P."
"1731",1,"Mujer",59,"Primaria"
"1732",0,"Mujer",54,"Primaria"
"1733",1,"Hombre",25,"F.P."
"1734",0,"Mujer",72,"Primaria"
"1735",1,"Mujer",25,"F.P."
"1736",1,"Hombre",39,"Primaria"
"1737",0,"Hombre",76,"Primaria"
"1739",0,"Hombre",56,"F.P."
"1740",0,"Mujer",49,"Primaria"
"1741",0,"Mujer",81,"F.P."
"1742",0,"Mujer",65,"Secundaria"
"1743",0,"Hombre",53,"Primaria"
"1744",0,"Mujer",58,"Primaria"
"1745",0,"Hombre",52,"Primaria"
"1746",0,"Mujer",46,"Primaria"
"1747",1,"Hombre",23,"Secundaria"
"1748",0,"Hombre",62,"Primaria"
"1749",0,"Hombre",48,"Primaria"
"1750",0,"Mujer",75,"Medios universitarios"
"1751",0,"Hombre",69,"Primaria"
"1752",1,"Mujer",28,"Secundaria"
"1753",1,"Hombre",25,"Primaria"
"1754",1,"Hombre",42,"Primaria"
"1755",1,"Mujer",19,"Secundaria"
"1756",1,"Hombre",58,"Secundaria"
"1757",0,"Mujer",59,"Primaria"
"1758",0,"Mujer",54,"Primaria"
"1759",0,"Hombre",21,"Primaria"
"1760",0,"Hombre",34,"F.P."
"1761",1,"Mujer",52,"Primaria"
"1762",0,"Mujer",82,"Primaria"
"1763",0,"Mujer",29,"F.P."
"1764",0,"Mujer",62,"Primaria"
"1765",0,"Mujer",37,"Primaria"
"1766",0,"Hombre",48,"Primaria"
"1767",1,"Hombre",45,"Superiores"
"1768",0,"Hombre",79,"Primaria"
"1769",0,"Mujer",70,"Primaria"
"1770",0,"Mujer",84,"Primaria"
"1771",0,"Mujer",54,"Primaria"
"1772",0,"Hombre",37,"Primaria"
"1773",0,"Hombre",55,"Primaria"
"1774",1,"Mujer",31,"Medios universitarios"
"1775",0,"Hombre",72,"Primaria"
"1776",0,"Hombre",68,"F.P."
"1777",1,"Hombre",46,"F.P."
"1778",1,"Hombre",29,"Secundaria"
"1779",1,"Hombre",45,"Superiores"
"1780",0,"Mujer",77,"Primaria"
"1781",1,"Mujer",43,"Secundaria"
"1782",1,"Hombre",22,"Secundaria"
"1783",1,"Hombre",42,"Medios universitarios"
"1784",1,"Mujer",56,"Secundaria"
"1785",1,"Mujer",34,"Superiores"
"1786",0,"Mujer",73,"Sin estudios"
"1787",1,"Hombre",43,"Primaria"
"1788",1,"Mujer",25,"Primaria"
"1789",1,"Hombre",25,"Superiores"
"1790",1,"Mujer",39,"F.P."
"1791",0,"Hombre",49,"Primaria"
"1792",0,"Mujer",23,"Primaria"
"1793",0,"Mujer",57,"F.P."
"1794",1,"Hombre",56,"Primaria"
"1795",1,"Hombre",19,"Primaria"
"1796",0,"Hombre",43,"Primaria"
"1797",0,"Mujer",44,"Primaria"
"1798",0,"Hombre",59,"Sin estudios"
"1799",0,"Mujer",51,"Sin estudios"
"1800",0,"Hombre",67,"Sin estudios"
"1801",1,"Mujer",30,"Primaria"
"1802",0,"Hombre",26,"Primaria"
"1803",0,"Mujer",69,"Sin estudios"
"1804",1,"Hombre",22,"Primaria"
"1805",1,"Hombre",53,"F.P."
"1806",0,"Mujer",72,"Sin estudios"
"1807",0,"Hombre",31,"Primaria"
"1808",0,"Mujer",61,"Primaria"
"1809",0,"Mujer",48,"Primaria"
"1810",1,"Mujer",24,"Primaria"
"1811",1,"Hombre",35,"Primaria"
"1812",1,"Hombre",35,"Superiores"
"1813",1,"Mujer",29,"Medios universitarios"
"1814",1,"Mujer",40,"Secundaria"
"1815",1,"Hombre",27,"Primaria"
"1816",0,"Hombre",59,"Primaria"
"1817",0,"Mujer",56,"Primaria"
"1818",1,"Mujer",55,"Superiores"
"1819",0,"Mujer",80,"Medios universitarios"
"1820",1,"Hombre",19,"Primaria"
"1821",1,"Hombre",66,"Secundaria"
"1822",1,"Mujer",29,"Superiores"
"1823",1,"Mujer",41,"F.P."
"1824",1,"Hombre",55,"Secundaria"
"1825",1,"Hombre",30,"Primaria"
"1826",1,"Hombre",20,"Secundaria"
"1827",0,"Mujer",48,"F.P."
"1828",0,"Mujer",66,"Primaria"
"1829",0,"Mujer",75,"Primaria"
"1830",0,"Mujer",41,"Primaria"
"1831",1,"Hombre",31,"F.P."
"1832",1,"Mujer",34,"Superiores"
"1833",0,"Hombre",43,"Secundaria"
"1834",0,"Hombre",63,"Primaria"
"1835",1,"Hombre",66,"F.P."
"1836",0,"Hombre",64,"Primaria"
"1837",1,"Hombre",52,"Secundaria"
"1838",0,"Mujer",40,"Secundaria"
"1839",1,"Hombre",44,"Primaria"
"1840",0,"Mujer",59,"Primaria"
"1841",0,"Mujer",69,"F.P."
"1842",1,"Mujer",29,"F.P."
"1843",1,"Mujer",19,"Secundaria"
"1844",0,"Hombre",83,"Primaria"
"1845",1,"Hombre",33,"F.P."
"1846",0,"Mujer",64,"Medios universitarios"
"1847",0,"Hombre",67,"Primaria"
"1848",1,"Hombre",31,"F.P."
"1849",0,"Mujer",50,"Primaria"
"1850",1,"Mujer",24,"Superiores"
"1851",0,"Mujer",80,"Primaria"
"1852",1,"Hombre",37,"Superiores"
"1853",0,"Hombre",54,"Primaria"
"1854",1,"Hombre",39,"Secundaria"
"1855",1,"Hombre",26,"Medios universitarios"
